travelCode,userCode,name,place,days,price,total,date
1301,11,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/17/2022
1303,11,Hotel BP,Brasilia (DF),4,247.62,990.48,03/03/2022
1316,11,Hotel BP,Brasilia (DF),2,247.62,495.24,06/02/2022
1319,11,Hotel Z,Aracaju (SE),3,208.04,624.12,06/23/2022
1322,11,Hotel BD,Natal (RN),2,242.88,485.76,07/14/2022
1325,11,Hotel K,Salvador (BH),3,263.41,790.23,08/04/2022
1327,11,Hotel A,Florianopolis (SC),3,313.02,939.06,08/18/2022
1328,11,Hotel BW,Campo Grande (MS),4,60.39,241.56,08/25/2022
1334,11,Hotel Z,Aracaju (SE),4,208.04,832.16,10/06/2022
1349,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/19/2023
1350,11,Hotel Z,Aracaju (SE),3,208.04,624.12,01/26/2023
1357,11,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/16/2023
1362,11,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/20/2023
1365,11,Hotel BD,Natal (RN),1,242.88,242.88,05/11/2023
1368,12,Hotel BD,Natal (RN),1,242.88,242.88,09/26/2019
1369,12,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/03/2019
1371,12,Hotel Z,Aracaju (SE),1,208.04,208.04,10/17/2019
1378,12,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/05/2019
1380,12,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/19/2019
1383,12,Hotel BD,Natal (RN),4,242.88,971.52,01/09/2020
1388,12,Hotel AU,Recife (PE),1,312.83,312.83,02/13/2020
1389,12,Hotel AU,Recife (PE),2,312.83,625.66,02/20/2020
1391,12,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/05/2020
1396,12,Hotel BP,Brasilia (DF),3,247.62,742.86,04/09/2020
1397,12,Hotel K,Salvador (BH),4,263.41,1053.64,04/16/2020
1398,12,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/23/2020
1400,12,Hotel K,Salvador (BH),1,263.41,263.41,05/07/2020
1404,12,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/04/2020
1405,12,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/11/2020
1407,12,Hotel A,Florianopolis (SC),1,313.02,313.02,06/25/2020
1408,12,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/02/2020
1412,12,Hotel BD,Natal (RN),4,242.88,971.52,07/30/2020
1414,12,Hotel AU,Recife (PE),1,312.83,312.83,08/13/2020
1415,12,Hotel A,Florianopolis (SC),3,313.02,939.06,08/20/2020
1417,12,Hotel Z,Aracaju (SE),3,208.04,624.12,09/03/2020
1420,12,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/24/2020
1425,12,Hotel AU,Recife (PE),1,312.83,312.83,10/29/2020
1429,12,Hotel Z,Aracaju (SE),3,208.04,624.12,11/26/2020
1431,12,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/10/2020
1435,12,Hotel BD,Natal (RN),4,242.88,971.52,01/07/2021
1440,13,Hotel AU,Recife (PE),4,312.83,1251.32,10/10/2019
1441,13,Hotel K,Salvador (BH),2,263.41,526.82,10/17/2019
1442,13,Hotel Z,Aracaju (SE),2,208.04,416.08,10/24/2019
1443,13,Hotel BP,Brasilia (DF),4,247.62,990.48,10/31/2019
1444,13,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/07/2019
1445,13,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/14/2019
1447,13,Hotel AU,Recife (PE),2,312.83,625.66,11/28/2019
1453,13,Hotel A,Florianopolis (SC),2,313.02,626.04,01/09/2020
1454,13,Hotel K,Salvador (BH),4,263.41,1053.64,01/16/2020
1456,13,Hotel K,Salvador (BH),2,263.41,526.82,01/30/2020
1463,13,Hotel K,Salvador (BH),3,263.41,790.23,03/19/2020
1466,13,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/09/2020
1470,13,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/07/2020
1476,13,Hotel K,Salvador (BH),4,263.41,1053.64,06/18/2020
1479,13,Hotel AU,Recife (PE),2,312.83,625.66,07/09/2020
1482,13,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/30/2020
1483,13,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,08/06/2020
1495,13,Hotel BD,Natal (RN),4,242.88,971.52,10/29/2020
1496,13,Hotel K,Salvador (BH),3,263.41,790.23,11/05/2020
1499,13,Hotel A,Florianopolis (SC),2,313.02,626.04,11/26/2020
1503,13,Hotel BD,Natal (RN),4,242.88,971.52,12/24/2020
1505,13,Hotel AU,Recife (PE),2,312.83,625.66,01/07/2021
1507,13,Hotel AU,Recife (PE),1,312.83,312.83,01/21/2021
1508,13,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/28/2021
1518,13,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,04/08/2021
1524,13,Hotel AU,Recife (PE),4,312.83,1251.32,05/20/2021
1525,13,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/27/2021
1526,13,Hotel K,Salvador (BH),3,263.41,790.23,06/03/2021
1528,13,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/17/2021
1534,13,Hotel Z,Aracaju (SE),4,208.04,832.16,07/29/2021
1535,13,Hotel Z,Aracaju (SE),4,208.04,832.16,08/05/2021
1536,13,Hotel K,Salvador (BH),1,263.41,263.41,08/12/2021
1538,13,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/26/2021
1539,13,Hotel K,Salvador (BH),4,263.41,1053.64,09/02/2021
1540,13,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/09/2021
1546,13,Hotel Z,Aracaju (SE),3,208.04,624.12,10/21/2021
1548,13,Hotel K,Salvador (BH),1,263.41,263.41,11/04/2021
1554,13,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/16/2021
1556,13,Hotel K,Salvador (BH),4,263.41,1053.64,12/30/2021
1557,13,Hotel BD,Natal (RN),4,242.88,971.52,01/06/2022
1566,13,Hotel Z,Aracaju (SE),3,208.04,624.12,03/10/2022
1575,13,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/12/2022
1576,13,Hotel BP,Brasilia (DF),4,247.62,990.48,05/19/2022
1587,13,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/04/2022
1592,13,Hotel Z,Aracaju (SE),2,208.04,416.08,09/08/2022
1602,13,Hotel BD,Natal (RN),3,242.88,728.64,11/17/2022
1604,13,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/01/2022
1607,13,Hotel BP,Brasilia (DF),4,247.62,990.48,12/22/2022
1610,13,Hotel BD,Natal (RN),3,242.88,728.64,01/12/2023
1612,13,Hotel Z,Aracaju (SE),3,208.04,624.12,01/26/2023
1618,14,Hotel K,Salvador (BH),2,263.41,526.82,10/03/2019
1621,14,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/24/2019
1622,14,Hotel BD,Natal (RN),3,242.88,728.64,10/31/2019
1625,14,Hotel K,Salvador (BH),1,263.41,263.41,11/21/2019
1636,14,Hotel A,Florianopolis (SC),2,313.02,626.04,02/06/2020
1640,14,Hotel K,Salvador (BH),4,263.41,1053.64,03/05/2020
1642,14,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/19/2020
1651,14,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/21/2020
1652,14,Hotel K,Salvador (BH),3,263.41,790.23,05/28/2020
1663,15,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/07/2019
1666,15,Hotel AU,Recife (PE),1,312.83,312.83,11/28/2019
1670,15,Hotel A,Florianopolis (SC),1,313.02,313.02,12/26/2019
1673,15,Hotel BP,Brasilia (DF),3,247.62,742.86,01/16/2020
1676,15,Hotel Z,Aracaju (SE),1,208.04,208.04,02/06/2020
1679,15,Hotel BD,Natal (RN),3,242.88,728.64,02/27/2020
1680,15,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/05/2020
1685,15,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/09/2020
1686,15,Hotel AU,Recife (PE),4,312.83,1251.32,04/16/2020
1689,15,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/07/2020
1690,15,Hotel AU,Recife (PE),3,312.83,938.49,05/14/2020
1696,15,Hotel Z,Aracaju (SE),2,208.04,416.08,06/25/2020
1699,15,Hotel K,Salvador (BH),1,263.41,263.41,07/16/2020
1705,15,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/27/2020
1712,15,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/15/2020
1713,15,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/22/2020
1719,15,Hotel K,Salvador (BH),1,263.41,263.41,12/03/2020
1722,15,Hotel AU,Recife (PE),3,312.83,938.49,12/24/2020
1733,15,Hotel K,Salvador (BH),4,263.41,1053.64,03/11/2021
1735,15,Hotel AU,Recife (PE),2,312.83,625.66,03/25/2021
1737,15,Hotel Z,Aracaju (SE),3,208.04,624.12,04/08/2021
1739,15,Hotel Z,Aracaju (SE),2,208.04,416.08,04/22/2021
1740,15,Hotel A,Florianopolis (SC),2,313.02,626.04,04/29/2021
1744,15,Hotel AU,Recife (PE),2,312.83,625.66,05/27/2021
1745,15,Hotel K,Salvador (BH),4,263.41,1053.64,06/03/2021
1747,15,Hotel Z,Aracaju (SE),3,208.04,624.12,06/17/2021
1748,15,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/24/2021
1751,15,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/15/2021
1752,15,Hotel BD,Natal (RN),2,242.88,485.76,07/22/2021
1755,15,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/12/2021
1756,15,Hotel BW,Campo Grande (MS),2,60.39,120.78,08/19/2021
1757,15,Hotel AF,Sao Paulo (SP),2,139.1,278.2,08/26/2021
1761,15,Hotel BD,Natal (RN),3,242.88,728.64,09/23/2021
1765,15,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/21/2021
1770,15,Hotel BP,Brasilia (DF),1,247.62,247.62,11/25/2021
1774,15,Hotel K,Salvador (BH),2,263.41,526.82,12/23/2021
1777,15,Hotel BD,Natal (RN),1,242.88,242.88,01/13/2022
1778,15,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/20/2022
1779,15,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/27/2022
1784,15,Hotel A,Florianopolis (SC),3,313.02,939.06,03/03/2022
1785,15,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/10/2022
1787,15,Hotel K,Salvador (BH),2,263.41,526.82,03/24/2022
1789,15,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/07/2022
1792,15,Hotel K,Salvador (BH),3,263.41,790.23,04/28/2022
1794,15,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,05/12/2022
1797,15,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/02/2022
1804,15,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/21/2022
1805,16,Hotel BP,Brasilia (DF),2,247.62,495.24,09/26/2019
1808,16,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/17/2019
1811,16,Hotel Z,Aracaju (SE),3,208.04,624.12,11/07/2019
1812,16,Hotel Z,Aracaju (SE),4,208.04,832.16,11/14/2019
1817,16,Hotel Z,Aracaju (SE),2,208.04,416.08,12/19/2019
1819,16,Hotel A,Florianopolis (SC),1,313.02,313.02,01/02/2020
1823,16,Hotel AU,Recife (PE),2,312.83,625.66,01/30/2020
1827,16,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/27/2020
1828,16,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/05/2020
1832,16,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/02/2020
1833,16,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/09/2020
1836,16,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/30/2020
1843,16,Hotel BD,Natal (RN),1,242.88,242.88,06/18/2020
1852,16,Hotel K,Salvador (BH),3,263.41,790.23,08/20/2020
1854,16,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/03/2020
1856,16,Hotel A,Florianopolis (SC),2,313.02,626.04,09/17/2020
1859,16,Hotel A,Florianopolis (SC),3,313.02,939.06,10/08/2020
1863,16,Hotel BD,Natal (RN),2,242.88,485.76,11/05/2020
1865,16,Hotel Z,Aracaju (SE),3,208.04,624.12,11/19/2020
1867,16,Hotel AU,Recife (PE),3,312.83,938.49,12/03/2020
1868,16,Hotel Z,Aracaju (SE),3,208.04,624.12,12/10/2020
1869,16,Hotel A,Florianopolis (SC),2,313.02,626.04,12/17/2020
1873,16,Hotel AU,Recife (PE),1,312.83,312.83,01/14/2021
1877,16,Hotel A,Florianopolis (SC),3,313.02,939.06,02/11/2021
1881,16,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/11/2021
1883,16,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/25/2021
1884,16,Hotel K,Salvador (BH),3,263.41,790.23,04/01/2021
1898,16,Hotel AU,Recife (PE),3,312.83,938.49,07/08/2021
1899,16,Hotel K,Salvador (BH),4,263.41,1053.64,07/15/2021
1907,16,Hotel AU,Recife (PE),4,312.83,1251.32,09/09/2021
1908,16,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/16/2021
1911,16,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/07/2021
1914,16,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/28/2021
1915,16,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/04/2021
1916,16,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/11/2021
1917,16,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/18/2021
1930,16,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/17/2022
1934,16,Hotel K,Salvador (BH),1,263.41,263.41,03/17/2022
1935,16,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/24/2022
1936,16,Hotel AU,Recife (PE),1,312.83,312.83,03/31/2022
1937,16,Hotel AU,Recife (PE),1,312.83,312.83,04/07/2022
1940,16,Hotel BP,Brasilia (DF),1,247.62,247.62,04/28/2022
1947,16,Hotel K,Salvador (BH),4,263.41,1053.64,06/16/2022
1948,16,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/23/2022
1952,16,Hotel BD,Natal (RN),1,242.88,242.88,07/21/2022
1953,16,Hotel K,Salvador (BH),2,263.41,526.82,07/28/2022
1955,16,Hotel K,Salvador (BH),1,263.41,263.41,08/11/2022
1956,16,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/18/2022
1957,16,Hotel BD,Natal (RN),4,242.88,971.52,08/25/2022
1960,16,Hotel BP,Brasilia (DF),1,247.62,247.62,09/15/2022
1974,17,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/26/2019
1976,17,Hotel AU,Recife (PE),3,312.83,938.49,01/09/2020
1978,17,Hotel BD,Natal (RN),1,242.88,242.88,01/23/2020
1988,17,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/02/2020
1992,17,Hotel BP,Brasilia (DF),2,247.62,495.24,04/30/2020
1993,17,Hotel BP,Brasilia (DF),4,247.62,990.48,05/07/2020
1996,17,Hotel Z,Aracaju (SE),1,208.04,208.04,05/28/2020
1997,17,Hotel Z,Aracaju (SE),2,208.04,416.08,06/04/2020
2004,18,Hotel BD,Natal (RN),4,242.88,971.52,10/31/2019
2005,18,Hotel K,Salvador (BH),3,263.41,790.23,11/07/2019
2006,18,Hotel BP,Brasilia (DF),2,247.62,495.24,11/14/2019
2016,18,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/23/2020
2020,18,Hotel A,Florianopolis (SC),1,313.02,313.02,02/20/2020
2022,18,Hotel BD,Natal (RN),1,242.88,242.88,03/05/2020
2024,18,Hotel A,Florianopolis (SC),1,313.02,313.02,03/19/2020
2030,18,Hotel A,Florianopolis (SC),1,313.02,313.02,04/30/2020
2034,18,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/28/2020
2037,18,Hotel A,Florianopolis (SC),3,313.02,939.06,06/18/2020
2041,18,Hotel K,Salvador (BH),1,263.41,263.41,07/16/2020
2045,18,Hotel BD,Natal (RN),4,242.88,971.52,08/13/2020
2049,18,Hotel A,Florianopolis (SC),2,313.02,626.04,09/10/2020
2050,18,Hotel A,Florianopolis (SC),2,313.02,626.04,09/17/2020
2051,18,Hotel A,Florianopolis (SC),2,313.02,626.04,09/24/2020
2052,18,Hotel K,Salvador (BH),1,263.41,263.41,10/01/2020
2053,18,Hotel BD,Natal (RN),2,242.88,485.76,10/08/2020
2056,18,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/29/2020
2058,18,Hotel K,Salvador (BH),3,263.41,790.23,11/12/2020
2066,18,Hotel BP,Brasilia (DF),2,247.62,495.24,01/07/2021
2067,18,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/14/2021
2069,18,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/28/2021
2070,18,Hotel A,Florianopolis (SC),1,313.02,313.02,02/04/2021
2072,18,Hotel K,Salvador (BH),4,263.41,1053.64,02/18/2021
2073,18,Hotel BD,Natal (RN),2,242.88,485.76,02/25/2021
2075,18,Hotel K,Salvador (BH),3,263.41,790.23,03/11/2021
2078,18,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/01/2021
2084,18,Hotel AF,Sao Paulo (SP),3,139.1,417.3,05/13/2021
2086,18,Hotel Z,Aracaju (SE),2,208.04,416.08,05/27/2021
2089,18,Hotel AF,Sao Paulo (SP),3,139.1,417.3,06/17/2021
2091,18,Hotel Z,Aracaju (SE),2,208.04,416.08,07/01/2021
2097,18,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,08/12/2021
2102,18,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/16/2021
2103,18,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/23/2021
2104,18,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/30/2021
2110,18,Hotel A,Florianopolis (SC),1,313.02,313.02,11/11/2021
2119,18,Hotel K,Salvador (BH),1,263.41,263.41,01/13/2022
2120,18,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/20/2022
2130,18,Hotel AU,Recife (PE),2,312.83,625.66,03/31/2022
2131,18,Hotel A,Florianopolis (SC),2,313.02,626.04,04/07/2022
2134,19,Hotel AU,Recife (PE),3,312.83,938.49,10/03/2019
2135,19,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/10/2019
2136,19,Hotel AU,Recife (PE),2,312.83,625.66,10/17/2019
2137,19,Hotel BP,Brasilia (DF),4,247.62,990.48,10/24/2019
2140,19,Hotel BD,Natal (RN),3,242.88,728.64,11/14/2019
2142,19,Hotel K,Salvador (BH),1,263.41,263.41,11/28/2019
2143,19,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/05/2019
2148,19,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/09/2020
2151,19,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/30/2020
2153,19,Hotel Z,Aracaju (SE),4,208.04,832.16,02/13/2020
2156,19,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/05/2020
2159,19,Hotel AU,Recife (PE),2,312.83,625.66,03/26/2020
2160,19,Hotel K,Salvador (BH),1,263.41,263.41,04/02/2020
2163,19,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/23/2020
2164,19,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/30/2020
2166,19,Hotel AU,Recife (PE),4,312.83,1251.32,05/14/2020
2169,19,Hotel BP,Brasilia (DF),2,247.62,495.24,06/04/2020
2170,19,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/11/2020
2171,19,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/18/2020
2173,19,Hotel AU,Recife (PE),3,312.83,938.49,07/02/2020
2175,19,Hotel A,Florianopolis (SC),2,313.02,626.04,07/16/2020
2178,19,Hotel BD,Natal (RN),1,242.88,242.88,08/06/2020
2179,19,Hotel BD,Natal (RN),4,242.88,971.52,08/13/2020
2185,19,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/24/2020
2188,19,Hotel AU,Recife (PE),4,312.83,1251.32,10/15/2020
2198,19,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/24/2020
2208,19,Hotel BP,Brasilia (DF),4,247.62,990.48,03/04/2021
2209,19,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/11/2021
2211,19,Hotel A,Florianopolis (SC),3,313.02,939.06,03/25/2021
2213,19,Hotel K,Salvador (BH),3,263.41,790.23,04/08/2021
2215,19,Hotel AU,Recife (PE),1,312.83,312.83,04/22/2021
2217,20,Hotel BD,Natal (RN),3,242.88,728.64,10/03/2019
2221,20,Hotel BP,Brasilia (DF),3,247.62,742.86,10/31/2019
2225,20,Hotel Z,Aracaju (SE),3,208.04,624.12,11/28/2019
2227,20,Hotel K,Salvador (BH),1,263.41,263.41,12/12/2019
2236,20,Hotel BP,Brasilia (DF),1,247.62,247.62,02/13/2020
2241,20,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/19/2020
2242,20,Hotel K,Salvador (BH),1,263.41,263.41,03/26/2020
2246,20,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/23/2020
2247,20,Hotel A,Florianopolis (SC),2,313.02,626.04,04/30/2020
2248,20,Hotel AU,Recife (PE),1,312.83,312.83,05/07/2020
2252,20,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/04/2020
2258,20,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/16/2020
2262,20,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/13/2020
2263,20,Hotel Z,Aracaju (SE),3,208.04,624.12,08/20/2020
2266,20,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/10/2020
2267,20,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/17/2020
2272,20,Hotel BD,Natal (RN),4,242.88,971.52,10/22/2020
2274,20,Hotel BW,Campo Grande (MS),3,60.39,181.17,11/05/2020
2278,20,Hotel A,Florianopolis (SC),2,313.02,626.04,12/03/2020
2283,20,Hotel A,Florianopolis (SC),2,313.02,626.04,01/07/2021
2284,20,Hotel AU,Recife (PE),3,312.83,938.49,01/14/2021
2285,20,Hotel BP,Brasilia (DF),2,247.62,495.24,01/21/2021
2288,20,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/11/2021
2290,20,Hotel AU,Recife (PE),2,312.83,625.66,02/25/2021
2292,20,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/11/2021
2298,21,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/31/2019
2317,21,Hotel K,Salvador (BH),1,263.41,263.41,03/12/2020
2319,21,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/26/2020
2323,21,Hotel K,Salvador (BH),2,263.41,526.82,04/23/2020
2325,21,Hotel AF,Sao Paulo (SP),3,139.1,417.3,05/07/2020
2327,21,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/21/2020
2329,21,Hotel K,Salvador (BH),4,263.41,1053.64,06/04/2020
2337,21,Hotel K,Salvador (BH),3,263.41,790.23,07/30/2020
2344,21,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/17/2020
2348,21,Hotel AU,Recife (PE),3,312.83,938.49,10/15/2020
2352,21,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/12/2020
2356,21,Hotel K,Salvador (BH),1,263.41,263.41,12/10/2020
2358,21,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/24/2020
2362,21,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/21/2021
2363,21,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/28/2021
2364,21,Hotel Z,Aracaju (SE),4,208.04,832.16,02/04/2021
2365,21,Hotel Z,Aracaju (SE),2,208.04,416.08,02/11/2021
2367,21,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/25/2021
2378,21,Hotel BP,Brasilia (DF),4,247.62,990.48,05/13/2021
2383,21,Hotel BW,Campo Grande (MS),3,60.39,181.17,06/17/2021
2387,21,Hotel K,Salvador (BH),3,263.41,790.23,07/15/2021
2389,21,Hotel AU,Recife (PE),1,312.83,312.83,07/29/2021
2393,21,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/26/2021
2396,21,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/16/2021
2400,21,Hotel K,Salvador (BH),4,263.41,1053.64,10/14/2021
2401,21,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/21/2021
2405,21,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/18/2021
2406,21,Hotel BP,Brasilia (DF),2,247.62,495.24,11/25/2021
2408,21,Hotel A,Florianopolis (SC),3,313.02,939.06,12/09/2021
2414,21,Hotel Z,Aracaju (SE),1,208.04,208.04,01/20/2022
2417,21,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/10/2022
2422,21,Hotel BD,Natal (RN),3,242.88,728.64,03/17/2022
2423,21,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/24/2022
2429,21,Hotel AU,Recife (PE),3,312.83,938.49,05/05/2022
2442,21,Hotel K,Salvador (BH),3,263.41,790.23,08/04/2022
2445,21,Hotel BP,Brasilia (DF),1,247.62,247.62,08/25/2022
2448,21,Hotel AU,Recife (PE),4,312.83,1251.32,09/15/2022
2450,21,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/29/2022
2453,21,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/20/2022
2454,21,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/27/2022
2461,21,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/15/2022
2463,21,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/29/2022
2465,21,Hotel Z,Aracaju (SE),1,208.04,208.04,01/12/2023
2467,21,Hotel AU,Recife (PE),1,312.83,312.83,01/26/2023
2469,21,Hotel BD,Natal (RN),2,242.88,485.76,02/09/2023
2476,21,Hotel K,Salvador (BH),2,263.41,526.82,03/30/2023
2479,21,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/20/2023
2482,21,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/11/2023
2483,21,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/18/2023
2484,21,Hotel BD,Natal (RN),4,242.88,971.52,05/25/2023
2486,21,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/08/2023
2488,21,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/22/2023
2489,21,Hotel A,Florianopolis (SC),4,313.02,1252.08,06/29/2023
2495,22,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/17/2019
2499,22,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/14/2019
2503,22,Hotel A,Florianopolis (SC),1,313.02,313.02,12/12/2019
2504,22,Hotel K,Salvador (BH),2,263.41,526.82,12/19/2019
2507,22,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/09/2020
2513,22,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/20/2020
2514,22,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/27/2020
2522,22,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/23/2020
2523,22,Hotel K,Salvador (BH),3,263.41,790.23,04/30/2020
2525,22,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/14/2020
